Comment,Polarity_Class,Polarity
ইতিহাসের সর্বশ্রেষ্ঠ ফালতু নাটকযে নাটকে কোন অর্থ পেলাম না,stronglyNegative,-1.00
বালের নায়িকা,stronglyNegative,-1.00
এটা কিরকম নাটক হলো ভায় এই নাটকটা দেখে তো মাথা গরমমে ফেটে যাচ্ছে আমার ইচ্ছা করছে জুতা দিয়ে মারি,stronglyNegative,-1.00
গোরা অসুন্দর জাতি সভ্যতা সিখবে কি করে,stronglyNegative,-1.00
আজব ক্যারেক্টার নাটক তৈরি করেন তো,weaklyNegative,-0.60
নাটকের মেসেজগুলো অস্থির,stronglyPositive,1.00
মা বুরকা পরে আর মেয়েদের গান শিখাই হা হা হা হা,weaklyNegative,-0.60
সবাই যে এত ভালো বলছেন মা পর্দাশিল আর মেয়েদের কি অবস্তা,stronglyNegative,-0.88
মাল কি কুটির শিল্প,neutral,-0.20
কাকটায় কাম টা করল কি লজ্জা নাই,stronglyNegative,-1.00
সময়ের অপচয়,weaklyNegative,-0.55
ওরকম প্রেমিক মুই বরিশালে খালের মধ্যে চুবাইয়া মুই ঢাকায় আইছি,stronglyNegative,-1.00
মোশারফ করিমের আগের নাটকগুলোই ভাল ছিল,weaklyPositive,0.60
স্ক্রিপ্ট শাশুড়ী কোনো অভিনেত্রী নাকি রেললাইনের বস্তি থেকে,weaklyNegative,-0.59
ভাই আশেপাশের পরিবেশ টা এতো অপরিষ্কার কেনো,weaklyNegative,-0.60
মাগির পোলা খানকির পোলা পুরাতন নাটক পিকচার দেখাইয়া নতুন নাটক চাই দিচ্ছে মানুষের অভিশাপ মেয়ে মানুষের গালি নিবে,stronglyNegative,-1.00
ঘর জামাই থাকলে অনেক চোদন,stronglyNegative,-1.00
খানকির পোলা পুরান নাটক নাম পাল্টে আপলোড দেছ কেন,stronglyNegative,-1.00
বোকা চোদা পরিচালক,stronglyNegative,-1.00
খারাপ মেয়ের নাটক কে দেখে,stronglyNegative,-1.00
সালামটাও কি ঠিক মতো দেওয়া যায় না,weaklyNegative,-0.60
নাটকটা মোটামুটি সুন্দর হয়েছে কেমন যানি মনে হয় নাটকটা কপি করা হয়েছে,weaklyPositive,0.60
ফালতু নাটক,stronglyNegative,-1.00
তিন পাগল,stronglyNegative,-1.00
সব ভালই লাগলো কিন্তুু দুলাল মিয়ার অভিনয়টা ওভার একটিং হইছে,weaklyNegative,-0.60
ফালতু নাটক,stronglyNegative,-1.00
কুত্তা বাচ্চা ফালতু নাটক,stronglyNegative,-1.00
আপনাদের ভিক্ষা করা খুব ভালো লেগেছে দেশের মানুষ কে জানিয়ে দিলেন দেশে বেকারের সংখ্যা বেড়ে গেলে যা হয় ধন্যবাদ সবাইকে,stronglyPositive,1.00
ফালতু নাটক ফকিনি কোথাকার,stronglyNegative,-1.00
এই কানে শিখার মত কিছু নাই ফালতু কোথাকার,stronglyNegative,-1.00
দুজন নায়িকা একজন নায়ক যদি তারা বিবাহিত হয় হয় তাহলে নাটক টি সুন্দর হতো,weaklyPositive,0.60
যৌতুক যেই খাবে সে কুত্তা শুয়র হিন্দূ পায়খানা খাবে ঔ কুত্তাকে প্রস্নকরুন কিরে শুয়রের বাচ্চা একটা গরু ১০ হাজার টাকা খরচা করে বিক্রি্র সময় গরুর সাথে ক্রেতাকে টাকা দিসনা কি ক্রেতা তোকে টাকা দেয় তোর আক্কেল কি গরুর ছেয়েও খারাপ,stronglyNegative,-1.00
ফালতু নাটক,stronglyNegative,-1.00
আমি ঠসা হয়ে গেছি,weaklyNegative,-0.60
পাতিহাঁস নায়িকা,stronglyNegative,-0.88
নাটকে বড় একটা ভুল আছে,weaklyNegative,-0.58
রানীর ভেজা পোশাকের নিচে তাদের উরু ও স্তন দৃশ্যমান হবে তাদের বড় বড় দড়িতে বাঁধা ফুলগুলো ছড়িয়ে ছিটিয়ে তাঁর স্পর্শে তাদের উজ্জ্বল অনুভূতি আরও বেড়ে যেত যার ফলে তাদের মুখ হাসিতে ভরে যেত,stronglyNegative,-1.00
